brand,product_name,category,shade_name,price,finish,image_url,swatch_url,color_hex,lab_L,lab_a,lab_b
컬러그램,틴토리 솜 블러셔,cheek,04 베리베일,"7,900원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/9000992255809673424.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/9000992255809673424.png,#f8b1bc,79.08,27.51,5.02
컬러그램,틴토리 솜 블러셔,cheek,05 홍시그널,"7,900원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/4141884316400968673.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/4141884316400968673.png,#d78f81,66.26,25.52,18.45
컬러그램,틴토리 솜 블러셔,cheek,06 무화카롱,"7,900원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/48517186986071969.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/6/48517186986071969.png,#d78f81,66.27,25.52,18.45
컬러그램,틴토리 솜 블러셔,cheek,07 꼬숩땅콩,"7,900원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/8644660138027883208.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/8644660138027883208.png,#dba397,72.0,18.88,14.46
컬러그램,틴토리 솜 블러셔,cheek,08 앙쿨모브,"7,900원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/2097159889150318739.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/2097159889150318739.png,#d69a9f,69.32,23.46,6.1
크리니크,치크 팝,cheek,21 발레리나 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/3151898692539332077.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/3151898692539332077.jpeg,#d69994,68.85,22.41,11.62
크리니크,치크 팝,cheek,08 멜론 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/398386479081486893.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/398386479081486893.jpeg,#dd7f6f,63.16,34.72,24.67
크리니크,치크 팝,cheek,01 진저 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/8340879343003284136.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/8340879343003284136.jpeg,#c86f68,56.65,34.32,19.4
크리니크,치크 팝,cheek,02 피치 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/7567138614691331814.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/7567138614691331814.jpeg,#de635b,57.33,47.56,28.27
크리니크,치크 팝,cheek,10 피그 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5749652547370384225.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5749652547370384225.jpeg,#c06561,53.32,35.61,18.97
크리니크,치크 팝,cheek,14 헤더 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/643166345730542697.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/643166345730542697.jpeg,#d2878a,64.04,29.09,10.14
크리니크,치크 팝,cheek,15 팬지 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6299707247740232908.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6299707247740232908.jpeg,#ca83af,63.33,33.66,-11.53
크리니크,치크 팝,cheek,17 블랙허니 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/7993474142418845651.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/7993474142418845651.jpeg,#a9635b,49.55,27.41,16.52
크리니크,치크 팝,cheek,18 핑크허니 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5474092499976657214.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5474092499976657214.jpeg,#d46c65,57.63,40.22,22.68
크리니크,치크 팝,cheek,19 블러쉬 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/2139279212560886705.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/2139279212560886705.jpeg,#da8c81,66.06,28.39,18.53
크리니크,치크 팝,cheek,20 소르베 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6557532097276309753.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6557532097276309753.jpeg,#d78963,64.31,25.9,32.75
크리니크,치크 팝,cheek,누드팝 기획,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/552406446568548846.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/552406446568548846.jpg,#d5866c,63.64,27.45,26.84
크리니크,치크 팝,cheek,05 누드 팝,"36,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6076268236751463784.jpeg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/6076268236751463784.jpeg,#d7947e,67.28,22.73,21.9
