brand,product_name,category,shade_name,price,finish,image_url,swatch_url,color_hex,lab_L,lab_a,lab_b
3CE,무드레시피 페이스 블러쉬,cheek,누드 피치,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/7252026405850348055.PNG,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/7252026405850348055.PNG,#e4b2a4,76.58,16.33,13.71
3CE,무드레시피 페이스 블러쉬,cheek,모노 핑크,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/3710968757376747268.PNG,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/3710968757376747268.PNG,#e7b3ac,77.33,18.07,10.58
3CE,무드레시피 페이스 블러쉬,cheek,시티 모브,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6404039053345141915.PNG,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6404039053345141915.PNG,#e5b4ab,77.42,16.52,11.62
3CE,무드레시피 페이스 블러쉬,cheek,카인다 샤이,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/10/4144539387956903476.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/10/4144539387956903476.jpg,#d0a9b1,72.87,15.56,1.45
3CE,무드레시피 페이스 블러쉬,cheek,핑크 필터,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/2163213897824680035.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/2163213897824680035.png,#f1c3bf,82.67,15.73,8.05
3CE,무드레시피 페이스 블러쉬,cheek,피그 다이브,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/7954595991379053591.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/7954595991379053591.jpg,#edb9a9,79.38,16.14,15.57
3CE,무드레시피 페이스 블러쉬,cheek,풀스 인 러브,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/6/4916423361361647987.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/6/4916423361361647987.png,#e6abb6,75.62,23.36,3.0
3CE,무드레시피 페이스 블러쉬,cheek,로즈 베이지,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8521927513445814665.PNG,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8521927513445814665.PNG,#dfa499,72.5,20.39,14.03
3CE,무드레시피 페이스 블러쉬,cheek,렛 미 스테이,"19,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/1572721119803131722.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/1572721119803131722.jpg,#f1b2a3,77.87,20.88,16.75
Naming,플러피 파우더 블러쉬,cheek,니제,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/8972844531588771921.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/8972844531588771921.jpg,#d87d97,62.93,38.28,1.45
Naming,플러피 파우더 블러쉬,cheek,치피,"15,000원",쉬머,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1546710740374840625.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1546710740374840625.jpg,#dd9b94,70.13,23.49,13.63
Naming,플러피 파우더 블러쉬,cheek,토스트,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/666886687498338768.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/666886687498338768.jpg,#c0917b,64.11,14.52,18.62
Naming,플러피 파우더 블러쉬,cheek,티크,"15,000원",쉬머,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1878312772216275552.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1878312772216275552.jpg,#c0846f,60.75,20.55,20.74
Naming,플러피 파우더 블러쉬,cheek,스트럿,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/8672308203764947344.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/8672308203764947344.jpg,#af6b5d,52.4,25.39,19.47
Naming,플러피 파우더 블러쉬,cheek,필로우,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/1773329750508311641.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/1773329750508311641.jpg,#c98b87,63.98,22.86,12.08
Naming,플러피 파우더 블러쉬,cheek,피이그,"15,000원",쉬머,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1791546776391279808.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1791546776391279808.jpg,#d0888d,64.08,28.45,8.99
Naming,플러피 파우더 블러쉬,cheek,헤이그,"15,000원",쉬머,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4578345476176216688.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4578345476176216688.jpg,#dc8577,64.32,32.09,21.78
Naming,플러피 파우더 블러쉬,cheek,그레이브,"15,000원",쉬머,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1185469541473434183.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/1185469541473434183.jpg,#cb8baa,64.98,29.02,-6.51
Naming,플러피 파우더 블러쉬,cheek,페이지,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/7560710091896995130.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/7560710091896995130.jpg,#c58681,61.95,23.7,12.06
Naming,플러피 파우더 블러쉬,cheek,어빗,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/1574381993269855235.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/1574381993269855235.jpg,#c46f9c,57.61,39.35,-9.64
Naming,플러피 파우더 블러쉬,cheek,포브,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/7557610427676623415.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/7557610427676623415.jpg,#c986a1,63.31,29.89,-4.03
Naming,플러피 파우더 블러쉬,cheek,야미,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/3685346930669048102.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/3685346930669048102.jpg,#d38c9f,65.86,29.32,1.11
Naming,플러피 파우더 블러쉬,cheek,배쉬풀,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/8210554583958276285.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/8210554583958276285.jpg,#d28e8a,65.78,25.35,12.71
Naming,플러피 파우더 블러쉬,cheek,베이글,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/7636965923046243410.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/7636965923046243410.jpg,#b67e6a,58.11,19.14,19.68
Naming,플러피 파우더 블러쉬,cheek,헤일로,"15,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/5777894125240581004.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/5777894125240581004.jpg,#d19086,65.88,23.35,15.29
VDL,치크스테인 블러셔,cheek,01 바운싱피치,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/2402433402495795915.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/2402433402495795915.jpg,#d8a9a1,73.28,15.84,11.01
VDL,치크스테인 블러셔,cheek,11 보헤미안핑크,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/456202678872101216.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/456202678872101216.jpg,#bb989a,66.02,13.29,4.04
VDL,치크스테인 블러셔,cheek,16프로즌모브듀얼,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/407339626999776032.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/407339626999776032.jpg,#c28897,62.84,24.25,1.03
VDL,치크스테인 블러셔,cheek,13하이퍼핑크,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8829720596289406972.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8829720596289406972.png,#ca86aa,63.7,31.33,-8.66
VDL,치크스테인 블러셔,cheek,01 바운싱 피치,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/316569979557230618.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/316569979557230618.jpg,#c68f8a,64.62,19.72,11.23
VDL,치크스테인 블러셔,cheek,03 라이크 베이지,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8916902438621055298.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8916902438621055298.jpg,#e3b39f,76.83,14.42,16.83
VDL,치크스테인 블러셔,cheek,"06 헤이,고져스","23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8462228429653535050.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8462228429653535050.jpg,#dcb39d,76.04,11.68,16.91
VDL,치크스테인 블러셔,cheek,09 플러팅 핑크,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/898370703445297024.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/898370703445297024.jpg,#bc8386,60.4,22.75,7.17
VDL,치크스테인 블러셔,cheek,10 칠린 라일락,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/7574664272344673741.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/7574664272344673741.jpg,#946c76,49.89,17.69,0.64
VDL,치크스테인 블러셔,cheek,11 보헤미안 핑크,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/2812201789222530826.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/2812201789222530826.jpg,#ca9991,67.53,17.22,11.23
VDL,치크스테인 블러셔,cheek,13 하이퍼 핑크,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/6282196590537193342.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/6282196590537193342.jpg,#e9a7c6,75.52,28.67,-6.16
VDL,치크스테인 블러셔,cheek,15 빈티지 로즈,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8255362946689739905.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8255362946689739905.jpg,#da9da4,70.74,23.65,5.37
VDL,치크스테인 블러셔,cheek,17멜로우씬듀얼,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/2637783515523111503.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/2637783515523111503.jpg,#d3aaa0,72.95,13.42,10.61
VDL,치크스테인 블러셔,cheek,02 페이보릿 라벤더,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3915056839754623336.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3915056839754623336.jpg,#aa7c7c,56.56,17.99,7.04
VDL,치크스테인 블러셔,cheek,07 미스티 애프리콧,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8807124692401565161.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8807124692401565161.jpg,#e6b7a4,78.07,14.12,16.13
VDL,치크스테인 블러셔,cheek,08 모브 헤이즈,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3748341993583550208.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3748341993583550208.jpg,#805253,39.85,19.57,7.29
VDL,치크스테인 블러셔,cheek,12 잇츠 구아바,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/4456835928594895527.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/4456835928594895527.jpg,#dc9b9e,70.31,24.76,8.52
VDL,치크스테인 블러셔,cheek,14 모모피치,"23,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3548767086087252206.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3548767086087252206.jpg,#e7aca6,75.64,20.86,11.53
Clio,에센셜 블러쉬 탭,cheek,M105 모브라벤더,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/5169371001340209087.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/5169371001340209087.jpg,#ddc1c6,80.38,10.92,1.01
Clio,에센셜 블러쉬 탭,cheek,M106 뮤티드베리,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/5337356018730848497.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/10/5337356018730848497.jpg,#e9cdcb,84.68,9.33,4.45
Clio,에센셜 블러쉬 탭,cheek,S201 코랄포지,"18,000원",쉬어,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/619563777607896907.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/619563777607896907.jpg,#e0a392,72.27,20.61,17.81
Clio,에센셜 블러쉬 탭,cheek,M102 쉬폰핑크,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3249550660814543938.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3249550660814543938.jpg,#ac9f86,65.95,0.53,14.54
Clio,에센셜 블러쉬 탭,cheek,S202 아몬드로제,"18,000원",쉬어,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/6873517562119294231.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/6873517562119294231.jpg,#e9ab99,75.37,20.27,18.41
Clio,에센셜 블러쉬 탭,cheek,S203 로스트베리,"18,000원",쉬어,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8009076378048971308.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/8009076378048971308.jpg,#eb9191,69.46,34.09,14.56
Clio,에센셜 블러쉬 탭,cheek,S204 하이퍼러브,"18,000원",쉬어,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/5733142190983022226.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/5733142190983022226.jpg,#ee9bb1,72.73,34.11,1.71
Clio,에센셜 블러쉬 탭,cheek,M103 히든로즈,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/200667437138615149.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/200667437138615149.jpg,#e7a8ad,74.88,23.88,6.85
Clio,에센셜 블러쉬 탭,cheek,M104 뮤트럴피스,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/6263877206486687402.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/6263877206486687402.jpg,#dfa1af,72.49,24.61,1.95
Clio,에센셜 블러쉬 탭,cheek,M101 플러피피치,"18,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/9117346442373997851.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/9117346442373997851.jpg,#b3a086,66.93,2.42,16.46
Lilybyred,러브빔 치크밤,cheek,15 너티빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/4680614403297282043.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/4680614403297282043.jpg,#e4aea4,75.67,18.75,12.58
Lilybyred,러브빔 치크밤,cheek,14 로지빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/1709102308205350636.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/9/1709102308205350636.jpg,#dba3a1,72.19,20.37,9.52
Lilybyred,러브빔 치크밤,cheek,13 부끄빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3723556498443254291.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/3723556498443254291.jpg,#eea3a5,74.2,28.14,10.0
Lilybyred,러브빔 치크밤,cheek,07 발그레빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/1940994817387288504.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/1940994817387288504.jpg,#ffbec7,83.0,24.46,4.73
Lilybyred,러브빔 치크밤,cheek,12 두근빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/4/118017117506183952.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/4/118017117506183952.jpg,#e3a79d,73.79,20.58,13.93
Lilybyred,러브빔 치크밤,cheek,05 앙큼빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/8632599742630118037.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/8632599742630118037.jpg,#fcc7f6,86.14,26.21,-16.07
Lilybyred,러브빔 치크밤,cheek,03 감성빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/2075346521384340053.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/2075346521384340053.jpg,#c3797e,58.82,29.54,9.71
Lilybyred,러브빔 치크밤,cheek,02 순수빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7150512470053695759.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7150512470053695759.jpg,#efc8dd,84.32,17.29,-5.21
Lilybyred,러브빔 치크밤,cheek,01 청초빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/8803978627268144762.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/8803978627268144762.jpg,#e7b9b2,78.91,15.93,9.75
Lilybyred,러브빔 치크밤,cheek,09 새콤빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/2/2032848016331143182.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/2/2032848016331143182.jpg,#ffac8e,77.62,27.08,27.59
Lilybyred,러브빔 치크밤,cheek,10 포도빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/2/5950024504107156824.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/2/5950024504107156824.jpg,#e09ea8,71.72,25.96,4.59
Lilybyred,러브빔 치크밤,cheek,11 포근빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/4/7185591933625100960.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/4/7185591933625100960.jpg,#e6aa9b,74.76,20.27,16.52
Lilybyred,러브빔 치크밤,cheek,06 복숭빔,"13,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/909933983955463633.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/909933983955463633.jpg,#fdb8b9,81.06,25.23,9.08
Peripera,맑게 물든 선샤인 치크,cheek,28 케미팡팡해,"8,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1905226974042266883.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1905226974042266883.jpg,#ea8f8e,68.84,34.28,15.4
Peripera,맑게 물든 선샤인 치크,cheek,30 장미멀멀해,"8,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4625065686626903995.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4625065686626903995.jpg,#c98c83,63.89,22.31,13.7
Peripera,맑게 물든 선샤인 치크,cheek,12 날씨요정등극해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/2071579925000568590.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/2071579925000568590.png,#e48da8,68.24,36.77,-0.12
Peripera,맑게 물든 선샤인 치크,cheek,29 모브낭낭해,"8,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1083001350916879977.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1083001350916879977.jpg,#cd9796,67.49,20.49,8.32
Peripera,맑게 물든 선샤인 치크,cheek,31 라떼달달해,"8,000원",크림,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4829561503551445913.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4829561503551445913.jpg,#c08f7c,63.55,15.97,17.18
Peripera,맑게 물든 선샤인 치크,cheek,01 집밖은위험해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/6363369479518784695.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/6363369479518784695.png,#de7d82,63.15,38.03,13.89
Peripera,맑게 물든 선샤인 치크,cheek,06 아침잠좋아해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/1509096412885140841.png,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/1509096412885140841.png,#fce2e4,91.95,9.23,2.28
Peripera,맑게 물든 선샤인 치크,cheek,16 도토리 좋아해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/2624149728685066029.JPG,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/8/2624149728685066029.JPG,#c59b90,67.46,14.41,11.47
Peripera,맑게 물든 선샤인 치크,cheek,22 당도초과해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/8/7558773206723654922.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/8/7558773206723654922.jpg,#efb99e,79.36,15.75,21.05
Peripera,맑게 물든 선샤인 치크,cheek,25 반달입떡해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/803640062164177130.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/803640062164177130.jpg,#d39178,66.06,21.98,23.05
Peripera,맑게 물든 선샤인 치크,cheek,26 달달베리해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/12/6502480498622495478.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/12/6502480498622495478.jpg,#f0b8ab,79.57,18.49,14.59
Peripera,맑게 물든 선샤인 치크,cheek,27 딸기수확해,"8,000원",매트,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/12/7064849718942756951.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/12/7064849718942756951.jpg,#feb9b9,81.31,25.04,9.81
Rom&nd,롬앤 배러 댄 치크,cheek,C02 블루베리칩,"9,900원",매트,https://romand.io/images/product/646/a1WBLF26Pc6XueJBg0Dse2pelvUUf5kp3BbdKxQV.jpg,https://romand.io/images/product/646/a1WBLF26Pc6XueJBg0Dse2pelvUUf5kp3BbdKxQV.jpg,#dc929e,68.19,29.44,4.97
Rom&nd,롬앤 배러 댄 치크,cheek,N02 바인 누드,"9,900원",매트,https://romand.io/images/product/646/etcbVd374QRhanVuNgfaaWc9w3ueL5zo2dPc8SBd.jpg,https://romand.io/images/product/646/etcbVd374QRhanVuNgfaaWc9w3ueL5zo2dPc8SBd.jpg,#a56a71,51.29,24.51,5.78
Rom&nd,롬앤 배러 댄 치크,cheek,N01 너티 누드,"9,900원",매트,https://romand.io/images/product/646/yYRZBoSoYcazb0b5l8vssfou76C4NiBif1terPW2.jpg,https://romand.io/images/product/646/yYRZBoSoYcazb0b5l8vssfou76C4NiBif1terPW2.jpg,#dcab8e,73.82,13.74,21.97
Rom&nd,롬앤 배러 댄 치크,cheek,W03 애프리콧 밀크,"9,900원",매트,https://romand.io/images/product/646/gCiKd3Zbbq0OaZLHoc0few1L1gSNaGheNUSz9sAA.jpg,https://romand.io/images/product/646/gCiKd3Zbbq0OaZLHoc0few1L1gSNaGheNUSz9sAA.jpg,#dda58b,72.23,17.15,21.57
Rom&nd,롬앤 배러 댄 치크,cheek,W02 스트로베리 밀크,"9,900원",매트,https://romand.io/images/product/646/wFnQ7tfLlykdNqOYsqimEsFoeMB5WfmTivzjQ7MN.jpg,https://romand.io/images/product/646/wFnQ7tfLlykdNqOYsqimEsFoeMB5WfmTivzjQ7MN.jpg,#cb7d84,60.89,31.2,8.99
Rom&nd,롬앤 배러 댄 치크,cheek,W01 오디 밀크,"9,900원",매트,https://romand.io/images/product/646/AwiH4q0351pRiGB08kuC6HwMqyC5B4wCj7iPgpxD.jpg,https://romand.io/images/product/646/AwiH4q0351pRiGB08kuC6HwMqyC5B4wCj7iPgpxD.jpg,#c78094,61.35,30.18,0.51
